
0,0
1e-05,-nan
2e-05,-nan
3e-05,-nan
4e-05,-nan
5e-05,-nan
6e-05,-nan
7e-05,-nan
8e-05,-nan
9e-05,-nan
0.0001,-nan
0.00011,-nan
0.00012,-nan
0.00013,-nan
0.00014,-nan
0.00015,-nan
0.00016,-nan
0.00017,-nan
0.00018,-nan
0.00019,-nan
0.0002,-nan
0.00021,-nan
0.00022,-nan
0.00023,-nan
0.00024,-nan
0.00025,-nan
0.00026,-nan
0.00027,-nan
0.00028,-nan
0.00029,-nan
0.0003,-nan
0.00031,-nan
0.00032,-nan
0.00033,-nan
0.00034,-nan
0.00035,-nan
0.00036,-nan
0.00037,-nan
0.00038,-nan
0.00039,-nan
0.0004,-nan
0.00041,-nan
0.00042,-nan
0.00043,-nan
0.00044,-nan
0.00045,-nan
0.00046,-nan
0.00047,-nan
0.00048,-nan
0.00049,-nan
0.0005,-nan
0.00051,-nan
0.00052,-nan
0.00053,-nan
0.00054,-nan
0.00055,-nan
0.00056,-nan
0.00057,-nan
0.00058,-nan
0.00059,-nan
0.0006,-nan
0.00061,-nan
0.00062,-nan
0.00063,-nan
0.00064,-nan
0.00065,-nan
0.00066,-nan
0.00067,-nan
0.00068,-nan
0.00069,-nan
0.0007,-nan
0.00071,-nan
0.00072,-nan
0.00073,-nan
0.00074,-nan
0.00075,-nan
0.00076,-nan
0.00077,-nan
0.00078,-nan
0.00079,-nan
0.0008,-nan
0.00081,-nan
0.00082,-nan
0.00083,-nan
0.00084,-nan
0.00085,-nan
0.00086,-nan
0.00087,-nan
0.00088,-nan
0.00089,-nan
0.000900001,-nan
0.000910001,-nan
0.000920001,-nan
0.000930001,-nan
0.000940001,-nan
0.000950001,-nan
0.000960001,-nan
0.000970001,-nan
0.000980001,-nan
0.000990001,-nan
